harmful-breakable-walk,harmful-breakable-walkBig,harmful-breakable-fly,harmful-breakable-flyBig,harmful-breakable-shooter,harmful-breakable-shooterBig,harmful-breakable-shooterFly,harmful-breakable-shooterFlyBig,harmful-indestructible-fixed,harmful-indestructible-fixedBig,harmful-indestructible-walk,harmful-indestructible-walkBig,harmful-indestructible-fly,harmful-indestructible-flyBig,harmful-indestructible-shooter,harmful-indestructible-shooterBig,harmful-indestructible-shooterFly,harmful-indestructible-shooterFlyBig,friendly-powerUp,friendly-vehicle,friendly-help,friendly-jump,friendly-move,friendly-teleport,friendly-puzzle,friendly-coin
13,0,10,0,3,0,0,0,76,11,17,0,28,0,3,0,0,0,1,3,59,3,99,13,2,0
4,19,1,1,0,0,0,0,128,5,0,0,0,0,0,0,0,0,0,0,6,1,0,4,9,20
57,0,0,0,0,0,0,0,74,0,0,0,0,39,4,3,0,0,1,0,0,0,68,6,0,0
48,8,0,0,0,0,0,0,51,3,3,3,5,4,12,0,0,0,9,1,56,1,174,47,0,264
0,0,0,0,1,1,4,4,40,14,0,0,5,3,10,1,1,1,1,0,3,1,5,7,0,4
0,0,0,0,0,0,0,0,86,0,0,0,84,6,49,2,0,0,5,2,0,0,1,22,0,70
7,0,6,0,0,0,0,0,88,11,4,1,7,0,10,0,0,0,4,0,12,0,34,23,0,98
0,0,0,0,0,0,0,0,260,10,0,2,0,0,8,0,0,0,1,1,299,28,81,11,6,20
26,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,0,95,0,7,1,4,5,1,0
21,0,0,1,0,0,0,0,14,2,4,1,5,0,16,0,0,0,36,0,51,181,19,23,11,20
11,0,2,0,2,0,0,0,53,10,2,1,0,0,0,0,0,0,3,0,19,13,54,0,7,55
0,0,0,0,0,0,0,0,107,11,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,98
32,0,0,0,117,0,0,0,310,0,0,0,0,0,3,0,0,0,189,43,6,216,0,4,0,36
38,2,2,0,0,0,0,0,42,1,2,0,0,0,2,0,0,0,31,0,56,0,32,37,3,22
0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,0,0,4,0,235,0,61,21,1,17
36,0,0,0,0,0,0,0,199,69,0,0,5,8,0,0,0,0,0,0,179,8,36,16,0,4
1,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,8,6,1,0,16,2,0,39
0,0,0,0,41,0,0,0,12,0,30,0,3,16,8,0,0,0,80,0,143,198,30,8,3,23
0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,17,30,17,14,3,60
0,2,0,0,0,0,0,0,19,31,0,0,3,0,44,0,0,1,18,0,5,9,44,16,0,66
13,0,0,0,1,4,0,0,15,5,8,1,2,0,45,0,0,0,22,13,173,112,18,26,2,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,6,22,8,0,0
31,0,0,0,0,0,0,0,85,0,3,0,13,0,0,0,0,0,0,0,0,1,59,1,0,300
2,1,0,0,4,1,0,0,39,6,4,0,4,10,9,0,0,0,20,14,40,19,31,150,44,20
0,0,0,0,0,0,0,0,60,11,0,0,0,0,1,0,0,0,0,0,6,16,30,6,8,17
3,0,1,0,0,0,0,0,8,2,2,0,13,2,11,1,0,0,2,0,8,83,50,10,83,0
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,686,65,292,15,0,0
10,2,2,0,0,0,0,0,75,2,0,0,11,1,0,0,0,0,9,0,3,567,87,12,1,69
10,0,0,0,1,0,0,0,24,11,2,0,0,0,24,0,0,0,11,0,0,45,2,6,3,234
0,0,1,2,0,0,0,0,56,18,0,0,0,3,0,0,0,0,0,0,112,2,25,7,1,51
17,0,8,2,0,0,2,0,17,1,0,0,0,1,1,0,0,3,0,1,399,8,111,7,0,5
0,0,0,0,0,0,0,0,220,50,0,0,0,0,25,0,0,0,59,11,0,36,28,61,9,17
16,2,2,6,3,1,0,0,201,44,1,1,9,25,7,4,0,0,4,1,6,33,47,43,2,10
7,3,7,1,0,0,0,0,40,0,0,0,0,0,3,0,0,0,7,0,8,2,18,15,0,85
0,0,0,0,0,0,0,0,1381,0,11,0,0,0,0,0,0,0,2,0,3,12,0,7,0,148
0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,9,2,0,1
28,1,0,1,7,0,0,0,37,3,9,4,7,0,0,0,0,0,10,1,16,1,2,10,3,38
3,0,5,0,2,0,0,0,30,5,3,0,29,3,5,1,0,0,3,0,55,0,25,3,4,145
0,0,0,0,0,0,0,0,0,1,38,0,74,0,0,0,0,0,0,0,4,0,26,5,0,0
0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,6,11,1999,0,0,0,0,1
0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,24
4,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,9,0,1,8,0,57
38,0,6,0,2,0,2,0,21,0,0,0,0,0,3,0,0,0,3,2,12,0,12,21,2,30
0,0,0,0,2,1,0,0,718,9,0,0,0,0,2,0,0,0,0,0,1,30,15,0,0,305
1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,271,0,0,2,0,0
31,0,0,0,0,0,0,0,33,0,2,0,60,3,0,0,0,0,0,0,16,0,30,8,0,301
10,0,0,0,0,0,0,0,40,2,4,0,16,0,0,0,0,0,31,0,12,345,106,24,8,60
10,0,4,0,5,1,0,0,10,0,7,0,0,0,6,0,0,1,0,0,24,0,6,15,2,39
43,0,0,0,0,0,0,0,1682,11,1,0,0,0,5,0,0,0,7,0,7,45,106,4,6,37
0,0,9,0,0,0,0,0,3,0,0,0,5,0,10,0,0,0,1,0,39,0,53,37,0,142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,8,17,8,21,75
27,1,3,0,0,0,0,0,188,0,0,0,43,5,7,0,0,0,6,6,11,0,171,23,0,14
9,4,0,1,2,0,0,0,186,7,0,3,0,12,38,15,0,0,0,3,16,14,9,12,0,0
0,3,0,0,0,0,0,0,158,61,0,0,0,0,0,0,0,0,1,0,0,0,25,4,3,350
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,548,21,5,55,0,0
5,0,0,0,2,0,0,0,76,3,0,0,0,0,0,0,0,0,0,0,11,5,2,4,7,1
9,5,0,0,0,0,0,0,52,2,0,0,0,0,5,1,0,0,2,0,18,0,1,14,1,5
6,1,0,0,1,0,1,0,96,1,1,0,0,0,0,0,0,0,0,1,3,1,9,0,0,12
6,0,0,0,0,0,0,0,1453,89,0,0,18,0,9,0,0,0,64,3,11,369,26,4,3,0
17,0,0,0,0,1,0,0,19,6,10,7,3,2,63,1,0,0,63,2,86,355,56,29,4,134
17,0,0,0,0,0,0,0,567,4,0,0,14,68,7,0,0,0,8,0,219,33,120,10,6,244
18,0,0,0,4,0,0,0,0,0,0,0,14,0,42,0,0,0,30,0,0,0,0,0,0,21
0,23,0,0,0,6,0,0,769,4,0,13,0,0,3,1,0,0,11,7,59,87,10,9,0,400
14,0,0,0,0,0,0,0,110,17,0,0,0,0,6,0,0,0,0,0,15,16,0,26,0,42
14,0,0,0,10,0,0,0,33,0,9,1,4,1,2,0,0,0,13,1,2,5,33,12,0,173
6,0,4,0,0,0,0,0,102,0,0,0,24,2,0,0,0,0,3,1,4,41,8,17,2,0
10,0,0,0,2,0,8,0,44,0,0,0,0,0,29,0,0,0,88,1,13,2,5,18,4,24
4,0,3,1,0,0,0,0,115,33,1,1,1,6,1,2,0,0,100,0,3,25,95,0,3,90
12,0,4,0,0,0,0,0,51,4,0,0,0,0,2,0,0,0,0,0,8,4,3,4,1,22
0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,2,4,0,47,3,2,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,148,4,0,0,0,0
0,2,0,6,0,0,23,0,0,2,0,0,0,0,0,1,0,0,1,23,12,87,0,8,0,0
1,0,3,0,0,0,0,0,197,0,24,0,8,0,10,0,0,1,1,0,408,118,15,48,4,7
0,0,0,0,0,0,0,0,384,38,16,0,15,0,1,2,0,0,82,1,255,61,16,24,4,21
1,0,0,0,0,0,0,0,14,89,0,0,1,0,0,0,0,0,5,0,8,235,32,10,0,87
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,103,2,0,0,0
10,0,27,1,0,0,0,0,322,0,15,0,0,4,2,1,0,0,3,3,9,0,222,13,1,6
11,0,0,1,0,0,19,0,87,1,0,0,15,0,25,1,0,0,26,20,62,23,20,17,2,226
1,0,2,0,15,0,10,0,100,1,0,0,0,0,2,1,0,0,1,10,2,13,3,0,0,0
0,6,0,0,0,0,0,0,76,15,0,3,0,0,26,3,0,0,1,0,0,96,3,0,2,219
43,0,5,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,14,0,3,15,0,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,1,0,2,0,11
1,0,0,0,0,0,0,0,6,3,4,0,2,0,7,0,0,0,5,0,9,47,3,19,0,227
9,0,0,0,1,0,0,0,94,24,3,0,5,0,2,0,7,5,1,1,20,3,185,42,4,237
0,2,0,0,3,0,1,0,24,7,3,0,0,5,0,5,0,0,19,2,22,32,11,19,3,829
0,0,0,0,1,0,0,0,8,0,3,0,1,0,0,0,0,0,11,0,0,1,10,0,0,0
0,4,0,9,0,0,0,0,0,0,0,3,0,2,0,1,0,0,1,0,16,1,2,19,0,186
26,0,6,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,19,0,9,31,0,106
12,2,3,0,5,1,0,0,126,22,4,2,0,4,2,2,0,2,47,0,54,17,70,8,2,34
2,0,0,0,2,0,0,0,1,0,2,0,0,0,85,0,0,0,4,0,86,2,3,20,4,0
4,8,6,0,2,2,0,0,28,7,0,3,0,4,2,0,0,0,3,0,126,27,47,56,5,72
11,0,0,0,1,0,0,0,30,2,7,6,0,2,13,0,0,0,100,22,20,153,20,18,0,40
8,0,0,0,3,0,0,0,4,0,4,0,0,0,1,0,0,0,0,1,17,0,0,0,0,28
0,0,0,0,2,0,0,0,155,5,0,0,18,0,27,3,0,0,20,3,6,44,78,70,8,12
5,0,19,0,0,0,0,0,114,22,0,0,19,0,19,0,0,0,2,0,4,30,51,41,3,517
0,0,0,0,0,0,0,0,392,38,0,0,0,0,0,0,0,0,3,1,243,0,0,4,0,2
3,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,87,0,563,117,0,6,0,39
10,1,0,0,0,0,0,0,20,4,2,0,0,0,0,0,0,0,1,0,2,23,28,2,13,25
1,0,0,0,0,0,0,0,14,0,4,0,0,0,32,0,0,0,38,0,30,104,51,2,9,0
2,0,0,0,0,0,0,0,113,3,0,0,0,0,0,0,0,0,6,0,80,12,20,10,0,43
0,0,0,0,5,0,0,0,83,12,55,32,0,0,3,0,0,0,0,0,12,0,15,24,3,33
0,0,0,0,0,0,0,0,32,0,1,0,0,0,9,0,0,0,17,0,37,82,7,22,53,0
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,3,10,66,1,50
1,0,4,0,3,0,0,0,36,0,1,0,3,0,13,0,0,0,52,12,17,17,7,16,3,64
3,2,1,0,2,0,2,0,7,0,4,0,1,0,3,0,0,0,0,2,3,0,7,6,0,38
2,0,0,0,1,0,0,0,9,0,0,1,2,0,4,0,0,0,9,0,5,3,4,2,0,0
0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,18,4,0,0
13,1,2,0,3,0,0,0,0,2,1,0,12,2,3,1,0,0,4,1,54,3,2,17,1,280
16,11,2,1,0,0,0,0,114,21,0,0,5,1,10,0,1,0,3,0,5,6,5,37,2,28
0,0,0,0,0,0,0,0,456,151,0,0,0,0,4,0,0,0,2,0,33,6,44,6,0,52
10,0,2,0,1,0,0,0,41,0,0,0,1,0,0,0,0,0,1,0,12,2,7,4,4,44
33,0,0,0,3,1,0,0,140,14,0,0,0,0,0,0,0,0,10,0,27,3,5,116,0,50
8,2,11,2,11,3,0,0,60,16,5,0,5,2,46,3,0,0,8,7,6,0,21,24,1,191
19,0,0,0,4,0,0,0,10,1,0,0,10,1,1,0,0,0,12,1,0,75,12,10,0,222
10,4,13,1,1,0,0,0,90,0,0,0,4,4,2,0,0,0,1,0,13,134,47,10,0,0
0,0,0,0,87,0,0,0,1,0,0,0,0,0,4,0,0,0,92,0,5,252,7,8,1,9
0,0,0,0,0,0,0,0,17,11,0,0,1,0,0,0,0,0,3,0,18,6,12,2,4,27
0,0,0,0,0,0,0,0,44,21,0,0,0,0,0,0,0,0,100,0,457,10,0,14,13,12
37,0,0,0,0,0,0,0,187,7,2,0,2,0,7,1,0,0,106,0,174,210,82,22,0,228
9,3,3,0,1,0,2,0,29,4,9,0,0,0,4,1,0,0,0,2,4,0,1,6,0,9
0,0,0,0,13,2,2,0,0,7,0,0,0,0,19,0,0,0,1,0,28,7,12,54,1,35
9,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,20,8,2,0,1,1
1,1,20,0,6,0,0,0,434,8,8,0,0,0,11,0,0,0,3,0,310,100,136,18,3,227
18,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,26,50,46,0,34
0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,3,0,0,0,17,0,1,0,11,0,0,0,0,0,1,0,11,3,20,2,0,43
46,0,0,0,37,0,0,0,284,0,50,0,0,0,0,0,0,0,52,0,607,590,28,4,0,0
10,1,1,0,0,0,0,0,38,0,24,4,1,0,7,1,0,0,1,0,11,0,13,6,0,116
23,0,0,0,0,0,0,0,5,12,5,0,0,0,0,0,0,0,2,0,265,6,14,4,5,49
0,0,0,0,0,0,0,0,435,2,0,0,0,0,2,0,0,0,0,0,24,6,24,6,0,0
8,0,2,0,2,1,0,0,14,0,0,0,3,0,1,0,0,0,4,0,4,5,20,11,0,20
4,0,0,0,0,0,0,0,114,15,0,0,0,0,0,0,0,0,6,1,29,5,19,2,3,159
88,0,0,0,3,0,0,0,204,1,4,0,0,0,0,0,0,0,142,0,2,295,26,4,0,0
17,0,5,0,1,0,1,0,6,0,0,0,0,0,2,0,0,0,17,9,13,0,222,14,1,37
100,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
20,3,7,4,11,2,1,0,376,8,12,3,13,3,15,0,0,2,11,7,25,186,93,41,4,317
5,0,2,1,0,0,0,0,15,3,1,0,6,0,10,0,0,0,8,0,0,2,31,10,4,39
0,0,0,0,0,0,0,0,43,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,37,0,0,0,7,3,0,0,23,7,5,0,0,0,0,1,1,48,7,0,14,138
0,0,1,0,0,0,0,0,11,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,2,0
4,0,0,0,0,1,0,0,27,0,2,4,0,0,0,0,0,0,11,2,38,14,2,0,0,42
53,0,0,0,0,0,0,0,19,0,0,0,0,0,26,0,0,0,94,0,16,188,13,30,5,14
19,0,4,0,4,0,0,0,241,1,9,0,3,0,2,0,0,0,6,0,1,12,1,21,1,0
1,0,0,0,0,0,0,0,137,0,5,0,0,0,0,0,0,0,5,0,0,26,76,17,1,13
43,15,0,0,13,0,0,0,557,0,6,0,0,0,0,0,0,0,0,0,22,45,9,0,2,162
1,0,0,0,0,0,0,0,184,16,6,0,0,0,32,0,0,0,2,0,58,133,116,4,16,192
0,2,0,0,0,0,0,0,20,12,0,0,4,0,0,0,0,0,1,0,61,4,34,44,0,54
12,3,0,3,7,0,0,0,157,9,0,0,1,2,47,0,0,0,11,0,18,26,33,25,5,6
1,0,0,0,1,0,0,0,32,0,0,0,5,0,0,0,0,0,4,0,7,24,8,29,8,25
0,0,0,0,0,0,0,0,120,17,0,0,0,40,10,0,0,0,0,0,0,53,19,0,1,0
24,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,54,32,11,12,2,5
32,0,0,0,117,0,0,0,183,0,0,0,0,0,3,0,0,0,189,43,0,216,0,4,0,36
0,0,0,0,0,0,0,0,13,4,6,0,25,0,0,0,0,0,3,0,5,0,3,0,0,10
0,0,0,0,0,0,0,0,23,3,1,0,0,0,0,0,0,0,0,0,136,17,51,2,1,41
3,0,0,0,1,1,2,0,8,15,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,33
13,0,0,0,10,0,0,0,40,4,30,0,11,10,0,0,0,0,32,2,9,61,146,44,0,140
14,0,1,0,4,0,0,0,14,0,2,0,7,0,13,0,0,0,7,4,10,10,7,6,5,145
21,8,1,11,0,0,0,0,2,0,0,0,0,0,14,0,0,0,3,13,4,5,10,10,3,61
18,3,0,0,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,23,3,4,3,5
5,0,0,0,1,0,0,0,48,7,0,0,7,2,14,0,0,0,1,1,52,7,36,35,8,13
31,35,0,1,9,0,0,0,179,8,0,1,4,4,0,1,0,0,8,2,16,22,27,22,2,38
17,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,75,2,86,97,3,6,16,186
1,0,0,0,3,0,0,0,158,6,0,23,0,14,11,0,0,0,0,0,8,28,54,10,2,63
6,0,1,0,3,0,0,0,49,0,0,0,0,0,22,0,0,0,111,0,371,40,5,29,3,1
1,1,0,0,1,2,0,0,861,0,0,0,0,0,0,0,0,0,6,0,1,37,9,7,6,6
4,0,1,0,0,2,0,0,11,5,1,0,2,2,6,0,0,0,5,1,63,54,46,156,2,171
8,2,3,1,15,0,9,0,63,8,0,0,12,9,6,0,5,1,100,9,21,26,31,82,0,123
0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,254,0,0,2,1,1
0,0,0,0,1,0,0,0,14,2,0,0,19,0,0,0,0,0,0,0,2,3,14,19,0,29
15,4,0,6,8,5,0,0,231,7,21,3,2,14,29,9,0,0,36,11,18,68,91,39,10,951
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,200,14,25,345,12,15,0,0
15,0,0,0,0,0,0,0,29,6,61,0,0,0,0,0,0,0,3,0,56,0,0,2,0,0
0,0,0,0,0,1,0,0,177,0,0,0,74,0,2,0,0,0,0,0,27,30,12,16,1,20
19,0,0,0,0,0,0,0,496,38,0,0,1,0,0,0,0,0,0,1,0,0,26,7,1,81
15,0,0,0,0,53,0,0,215,9,4,0,0,0,12,1,0,0,0,1,0,20,6,6,0,255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,11,0,125
38,5,6,0,5,0,0,0,6,8,9,0,0,0,9,0,0,0,6,0,38,8,15,30,6,187
0,0,0,0,0,0,0,0,260,10,0,2,0,0,8,0,0,0,1,1,299,28,81,11,6,20
0,1,10,7,0,0,0,0,195,0,0,0,0,0,0,0,0,0,2,0,6,1,143,0,0,33
0,0,0,0,0,1,0,0,12,2,0,0,1,0,9,0,0,0,40,0,2,8,36,33,2,32
3,1,0,0,0,0,0,0,40,1,1,0,6,4,7,0,0,0,9,58,3,3,12,19,4,0
3,3,1,0,0,0,1,0,780,0,2,1,0,0,0,0,0,0,0,1,0,4,2,0,0,0
0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,16,0,875,331,37,8,0,21
5,0,35,0,0,0,0,0,6,0,10,0,5,0,2,0,0,0,21,1,22,10,1,12,8,162
4,1,0,0,1,0,0,0,38,7,46,0,20,0,38,0,1,0,1,0,133,13,2,13,0,97
12,0,0,0,4,0,0,0,268,34,0,0,5,1,0,0,0,0,1,0,31,15,10,21,0,0
4,0,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,52,0,0,16,6,0,0,19
3,0,0,0,1,0,0,0,85,20,0,0,1,0,0,0,0,0,0,0,12,11,14,4,10,65
40,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,39,48,46,4,0,241
87,0,0,0,2,0,0,0,9,0,0,0,0,0,2,0,0,0,5,0,62,0,0,11,2,137
2,1,0,0,0,0,0,0,742,2,0,1,0,0,0,2,0,0,0,3,3,1,35,6,0,120
12,3,4,1,0,0,1,0,191,2,6,1,1,0,3,8,0,0,22,24,353,93,29,54,9,189
1,0,0,0,5,1,0,0,10,5,0,0,1,0,35,0,0,0,16,19,5,73,58,54,23,8
20,1,1,0,0,0,0,0,41,5,0,0,0,0,7,6,0,0,6,1,2,87,25,8,2,235
10,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,39,6,0,96
4,4,0,0,0,0,1,0,206,1,2,0,0,0,1,0,0,0,1,2,23,0,0,9,0,19
10,16,3,0,8,0,0,0,449,13,6,0,0,10,68,1,4,0,0,0,0,17,166,10,1,85
0,0,0,10,0,0,5,0,131,3,0,0,0,10,8,0,0,0,1,10,5,0,0,56,0,0
0,1,0,11,0,0,0,0,51,23,0,0,4,3,7,0,0,0,0,0,10,2,0,4,0,7
0,0,0,0,0,0,0,0,1401,38,0,0,0,35,4,0,0,0,117,0,19,25,9,4,1,0
14,0,0,0,7,0,0,0,191,12,6,0,8,0,3,0,0,0,49,0,3,15,0,6,3,152
5,7,0,0,0,0,0,0,69,7,25,22,0,0,2,0,0,0,48,1,0,215,0,4,0,0
0,0,0,0,0,0,0,0,212,0,0,0,0,0,25,0,0,1,5,0,0,72,131,3,0,7
1,0,0,0,0,5,0,0,196,18,2,0,0,0,1,2,0,0,12,3,92,171,141,8,9,11
0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,211,0,19,6,1,17
0,0,0,0,0,0,0,0,433,0,0,0,0,0,80,0,0,0,82,0,6,577,10,71,16,0
14,2,1,0,0,0,0,0,92,23,11,3,4,1,9,0,0,0,8,0,2,0,7,34,4,29
6,0,8,0,0,0,0,0,58,5,0,0,9,1,0,0,0,0,6,2,1,9,2,2,0,0
8,10,0,32,3,3,0,0,144,30,7,6,3,2,3,2,0,0,0,1,499,27,19,34,9,19
4,0,6,0,0,0,0,0,485,0,2,0,0,9,9,0,0,0,46,1,106,97,191,7,0,463
3,0,3,2,0,0,0,0,3,0,10,4,0,0,6,0,0,0,8,0,2,0,34,24,1,12
7,0,0,0,0,0,0,0,97,2,0,0,0,0,7,0,0,0,2,0,0,33,10,8,15,23
17,0,7,0,2,0,0,0,43,5,9,1,6,1,28,0,0,0,3,0,21,29,86,58,1,71
0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,306,2,11,4,0,1
0,0,0,0,0,0,0,0,4,6,0,0,0,36,0,0,0,0,3,0,5,2,22,8,11,14
15,0,8,0,0,0,0,0,117,2,5,0,1,0,12,1,0,0,5,12,7,0,110,220,5,100
78,0,0,0,1,0,0,0,165,0,0,0,0,0,0,0,0,0,98,0,6,224,322,4,77,11
0,0,0,0,0,0,0,0,31,0,22,0,0,0,0,0,0,0,0,0,0,1,0,17,0,225
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,100,1,258,238,5,8,0,0
24,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,102,3,8,26,0,0
0,0,0,0,0,0,0,0,37,6,0,0,0,9,48,0,0,0,0,2,0,282,9,0,0,382
0,0,0,0,0,0,0,0,153,4,0,0,2,0,4,0,0,0,28,3,109,29,53,86,12,5
2,0,0,0,20,0,0,0,24,1,0,0,0,0,14,0,0,0,31,0,34,16,152,4,13,7
17,0,0,0,4,0,0,5,0,21,0,0,5,5,11,0,0,0,0,5,4,0,0,0,0,0
14,0,0,0,8,0,0,0,0,0,12,0,32,0,0,0,0,0,126,0,229,4,0,6,0,204
0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
0,0,0,10,0,1,0,0,109,44,0,0,7,17,7,2,0,0,14,1,18,5,56,5,0,42
0,1,0,0,0,0,0,0,4,7,0,3,0,0,3,0,0,0,7,1,278,33,18,48,1,3
0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0
3,3,1,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,80,0,25,25,15,31,3,289
2,0,0,0,0,0,0,0,12,2,8,14,2,0,51,2,0,0,15,1,1068,314,70,38,37,230
7,0,0,0,0,0,0,0,52,0,1,0,0,2,4,0,0,1,1,0,11,0,22,17,2,64
0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,32,31,71,8,9,61
17,2,9,3,3,3,0,1,13,3,2,1,0,4,2,1,1,0,6,7,59,13,7,4,0,4
7,0,0,0,0,0,0,0,115,0,0,0,0,0,1,0,0,0,3,0,6,6,13,6,1,31
0,0,0,0,0,0,0,0,87,73,0,1,2,10,3,0,0,0,6,11,73,6,24,8,4,139
22,0,0,0,0,0,0,0,1,0,0,0,52,0,0,0,0,0,7,0,179,0,3,0,21,8
0,0,0,0,0,0,0,0,42,30,0,0,1,5,10,0,0,0,0,0,104,93,27,2,0,0
0,0,0,0,0,0,0,0,9,7,0,0,1,0,0,0,0,0,1,11,7,0,74,4,6,250
0,0,0,0,0,0,0,0,380,0,9,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0
25,0,0,0,14,0,0,0,59,3,0,0,0,0,0,0,0,0,3,1,44,5,2,44,0,0
11,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,1,39,8,0,4
75,0,0,0,5,0,0,0,1557,5,1,0,0,0,0,0,0,0,0,0,278,85,5,8,0,436
