ID,timeLimit,widthBlock,heightBlock,objectCount,record,harmful-breakable-walk,harmful-breakable-walkBig,harmful-breakable-fly,harmful-breakable-flyBig,harmful-breakable-shooter,harmful-breakable-shooterBig,harmful-breakable-shooterFly,harmful-breakable-shooterFlyBig,harmful-indestructible-fixed,harmful-indestructible-fixedBig,harmful-indestructible-walk,harmful-indestructible-walkBig,harmful-indestructible-fly,harmful-indestructible-flyBig,harmful-indestructible-shooter,harmful-indestructible-shooterBig,harmful-indestructible-shooterFly,harmful-indestructible-shooterFlyBig,friendly-powerUp,friendly-vehicle,friendly-help,friendly-jump,friendly-move,friendly-teleport,friendly-puzzle,friendly-coin
C802-0000-036C-F5CC,20,48,27,958,19383,10,1,0,0,0,0,0,0,20,4,2,0,0,0,0,0,0,0,1,0,2,23,28,2,13,25
CB8E-0000-0328-4AA6,500,164,27,1750,56000,1,0,0,0,0,0,0,0,14,0,4,0,0,0,32,0,0,0,38,0,30,104,51,2,9,0
CAA1-0000-0377-7D36,10,87,27,1237,74281,2,0,0,0,0,0,0,0,113,3,0,0,0,0,0,0,0,0,6,0,80,12,20,10,0,43
CBA0-0000-0302-B238,500,232,27,3986,143527,0,0,0,0,5,0,0,0,83,12,55,32,0,0,3,0,0,0,0,0,12,0,15,24,3,33
CBAB-0000-032F-1768,500,240,27,1958,14340,0,0,0,0,0,0,0,0,32,0,1,0,0,0,9,0,0,0,17,0,37,82,7,22,53,0
C9DB-0000-0331-0F8B,500,240,27,3158,15021,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,3,10,66,1,50
CBB1-0000-0353-7F11,500,240,27,748,6716,1,0,4,0,3,0,0,0,36,0,1,0,3,0,13,0,0,0,52,12,17,17,7,16,3,64
CBBC-0000-035F-0B60,200,240,27,599,36780,3,2,1,0,2,0,2,0,7,0,4,0,1,0,3,0,0,0,0,2,3,0,7,6,0,38
CBC0-0000-0359-4915,20,87,27,571,18150,2,0,0,0,1,0,0,0,9,0,0,1,2,0,4,0,0,0,9,0,5,3,4,2,0,0
CC23-0000-02FF-99CF,90,24,27,1006,4916,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,18,4,0,0
CC47-0000-0319-ACF1,500,240,27,3639,31705,13,1,2,0,3,0,0,0,0,2,1,0,12,2,3,1,0,0,4,1,54,3,2,17,1,280
CBB0-0000-0329-CA7C,500,240,27,2665,90365,16,11,2,1,0,0,0,0,114,21,0,0,5,1,10,0,1,0,3,0,5,6,5,37,2,28
CC7E-0000-030D-4EB6,500,240,27,1754,39341,0,0,0,0,0,0,0,0,456,151,0,0,0,0,4,0,0,0,2,0,33,6,44,6,0,52
CCF0-0000-0378-A1B0,500,237,27,945,93708,10,0,2,0,1,0,0,0,41,0,0,0,1,0,0,0,0,0,1,0,12,2,7,4,4,44
CCDA-0000-0351-2DCD,500,240,27,2029,45158,33,0,0,0,3,1,0,0,140,14,0,0,0,0,0,0,0,0,10,0,27,3,5,116,0,50
CD90-0000-0305-12CE,500,240,27,4257,157035,8,2,11,2,11,3,0,0,60,16,5,0,5,2,46,3,0,0,8,7,6,0,21,24,1,191
CCFD-0000-033C-F924,500,144,27,591,11372,19,0,0,0,4,0,0,0,10,1,0,0,10,1,1,0,0,0,12,1,0,75,12,10,0,222
CE56-0000-031F-8268,500,240,27,4143,73015,10,4,13,1,1,0,0,0,90,0,0,0,4,4,2,0,0,0,1,0,13,134,47,10,0,0
CF75-0000-0312-7418,500,228,27,3772,53883,0,0,0,0,87,0,0,0,1,0,0,0,0,0,4,0,0,0,92,0,5,252,7,8,1,9
CFC4-0000-0355-4F8D,10,56,27,813,9583,0,0,0,0,0,0,0,0,17,11,0,0,1,0,0,0,0,0,3,0,18,6,12,2,4,27
CFFF-0000-032D-5400,500,120,27,1804,9366,0,0,0,0,0,0,0,0,44,21,0,0,0,0,0,0,0,0,100,0,457,10,0,14,13,12
D1C2-0000-0366-CB1F,100,240,27,4260,39364,37,0,0,0,0,0,0,0,187,7,2,0,2,0,7,1,0,0,106,0,174,210,82,22,0,228
CFD6-0000-038E-13C7,200,240,27,827,34308,9,3,3,0,1,0,2,0,29,4,9,0,0,0,4,1,0,0,0,2,4,0,1,6,0,9
D1F4-0000-0367-9239,200,240,27,3083,106235,0,0,0,0,13,2,2,0,0,7,0,0,0,0,19,0,0,0,1,0,28,7,12,54,1,35
D1F9-0000-0323-F17F,10,84,27,1422,6503,9,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,20,8,2,0,1,1
D328-0000-0315-4EB2,500,215,27,2289,36666,1,1,20,0,6,0,0,0,434,8,8,0,0,0,11,0,0,0,3,0,310,100,136,18,3,227
D297-0000-032C-3E3A,170,154,27,1050,26904,18,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,26,50,46,0,34
D30D-0000-030A-29A5,10,84,27,113,8008,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D39F-0000-035E-161B,200,240,27,827,129754,4,0,1,0,3,0,0,0,17,0,1,0,11,0,0,0,0,0,1,0,11,3,20,2,0,43
D3AB-0000-0374-5550,150,240,27,3854,87485,46,0,0,0,37,0,0,0,284,0,50,0,0,0,0,0,0,0,52,0,607,590,28,4,0,0
D3ED-0000-034D-EB6A,500,240,27,1961,48356,10,1,1,0,0,0,0,0,38,0,24,4,1,0,7,1,0,0,1,0,11,0,13,6,0,116
D538-0000-0383-1AD3,20,108,27,724,13674,23,0,0,0,0,0,0,0,5,12,5,0,0,0,0,0,0,0,2,0,265,6,14,4,5,49
D53E-0000-034E-060C,60,84,27,2017,46420,0,0,0,0,0,0,0,0,435,2,0,0,0,0,2,0,0,0,0,0,24,6,24,6,0,0
D55D-0000-0321-3B6C,500,204,27,1460,134543,8,0,2,0,2,1,0,0,14,0,0,0,3,0,1,0,0,0,4,0,4,5,20,11,0,20
D5D2-0000-034F-C8B8,10,125,27,1322,74308,4,0,0,0,0,0,0,0,114,15,0,0,0,0,0,0,0,0,6,1,29,5,19,2,3,159
D64D-0000-0361-D1E2,500,133,27,4175,55299,88,0,0,0,3,0,0,0,204,1,4,0,0,0,0,0,0,0,142,0,2,295,26,4,0,0
D45E-0000-0348-A141,500,240,27,3350,63065,17,0,5,0,1,0,1,0,6,0,0,0,0,0,2,0,0,0,17,9,13,0,222,14,1,37
D6FF-0000-037E-47A7,100,106,27,315,22071,100,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
D73A-0000-0361-90C3,500,240,27,4297,340193,20,3,7,4,11,2,1,0,376,8,12,3,13,3,15,0,0,2,11,7,25,186,93,41,4,317
D778-0000-0309-EC81,500,57,27,1296,107616,5,0,2,1,0,0,0,0,15,3,1,0,6,0,10,0,0,0,8,0,0,2,31,10,4,39
D6D4-0000-0364-9217,500,33,27,278,3397,0,0,0,0,0,0,0,0,43,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
D849-0000-0323-4B24,500,240,27,1223,24383,0,0,0,0,37,0,0,0,7,3,0,0,23,7,5,0,0,0,0,1,1,48,7,0,14,138
D84E-0000-0337-2318,10,88,27,1327,8746,0,0,1,0,0,0,0,0,11,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,2,0
D8F4-0000-0354-FE90,30,234,27,212,26810,4,0,0,0,0,1,0,0,27,0,2,4,0,0,0,0,0,0,11,2,38,14,2,0,0,42
D967-0000-0339-1AB9,500,131,27,2715,56833,53,0,0,0,0,0,0,0,19,0,0,0,0,0,26,0,0,0,94,0,16,188,13,30,5,14
D7EA-0000-0320-D67B,40,192,27,2126,21787,19,0,4,0,4,0,0,0,241,1,9,0,3,0,2,0,0,0,6,0,1,12,1,21,1,0
D9F3-0000-0320-69D4,210,136,27,3629,29477,1,0,0,0,0,0,0,0,137,0,5,0,0,0,0,0,0,0,5,0,0,26,76,17,1,13
D9BD-0000-034C-13FE,500,197,27,1216,42949,43,15,0,0,13,0,0,0,557,0,6,0,0,0,0,0,0,0,0,0,22,45,9,0,2,162
DA08-0000-033F-3114,110,181,27,1467,19984,1,0,0,0,0,0,0,0,184,16,6,0,0,0,32,0,0,0,2,0,58,133,116,4,16,192
DA0D-0000-0328-3F5C,100,84,27,1165,10526,0,2,0,0,0,0,0,0,20,12,0,0,4,0,0,0,0,0,1,0,61,4,34,44,0,54
DA4A-0000-0386-176F,60,226,27,3663,48730,12,3,0,3,7,0,0,0,157,9,0,0,1,2,47,0,0,0,11,0,18,26,33,25,5,6
D9FD-0000-034A-752F,220,240,27,2101,51958,1,0,0,0,1,0,0,0,32,0,0,0,5,0,0,0,0,0,4,0,7,24,8,29,8,25
DA80-0000-032D-0C35,500,240,27,364,62031,0,0,0,0,0,0,0,0,120,17,0,0,0,40,10,0,0,0,0,0,0,53,19,0,1,0
DB82-0000-0360-7CA0,30,66,27,1458,28472,24,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,54,32,11,12,2,5
DB4D-0000-034D-EC84,500,152,27,4365,44341,32,0,0,0,117,0,0,0,183,0,0,0,0,0,3,0,0,0,189,43,0,216,0,4,0,36
DCE5-0000-0358-171B,20,240,27,1046,19695,0,0,0,0,0,0,0,0,13,4,6,0,25,0,0,0,0,0,3,0,5,0,3,0,0,10
DCCE-0000-0346-78AE,80,84,27,1573,16407,0,0,0,0,0,0,0,0,23,3,1,0,0,0,0,0,0,0,0,0,136,17,51,2,1,41
DD34-0000-034C-6104,500,132,27,1846,18433,3,0,0,0,1,1,2,0,8,15,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,33
DD6E-0000-0366-6908,500,180,27,2847,30485,13,0,0,0,10,0,0,0,40,4,30,0,11,10,0,0,0,0,32,2,9,61,146,44,0,140
DD7E-0000-0353-E91E,500,84,27,803,4712,14,0,1,0,4,0,0,0,14,0,2,0,7,0,13,0,0,0,7,4,10,10,7,6,5,145
DC1B-0000-032D-7793,170,120,27,586,7294,21,8,1,11,0,0,0,0,2,0,0,0,0,0,14,0,0,0,3,13,4,5,10,10,3,61
DE76-0000-0344-AE28,40,63,27,1141,19113,18,3,0,0,0,0,0,0,9,2,4,0,0,0,0,0,0,0,0,0,0,23,3,4,3,5
DED8-0000-02FF-9BBA,500,163,27,3384,52772,5,0,0,0,1,0,0,0,48,7,0,0,7,2,14,0,0,0,1,1,52,7,36,35,8,13
DEFA-0000-0383-D4DA,420,240,27,1996,52936,31,35,0,1,9,0,0,0,179,8,0,1,4,4,0,1,0,0,8,2,16,22,27,22,2,38
DF06-0000-030B-E480,500,240,27,1171,12615,17,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,75,2,86,97,3,6,16,186
DE4D-0000-035D-3AE1,500,240,27,4184,110588,1,0,0,0,3,0,0,0,158,6,0,23,0,14,11,0,0,0,0,0,8,28,54,10,2,63
E14F-0000-0356-B247,100,177,27,2617,35922,6,0,1,0,3,0,0,0,49,0,0,0,0,0,22,0,0,0,111,0,371,40,5,29,3,1
E0FA-0000-033F-87B6,70,124,27,4117,41743,1,1,0,0,1,2,0,0,861,0,0,0,0,0,0,0,0,0,6,0,1,37,9,7,6,6
E1EE-0000-034E-9063,400,238,27,3125,141857,4,0,1,0,0,2,0,0,11,5,1,0,2,2,6,0,0,0,5,1,63,54,46,156,2,171
E2E5-0000-0342-CB66,500,240,27,1091,15555,8,2,3,1,15,0,9,0,63,8,0,0,12,9,6,0,5,1,100,9,21,26,31,82,0,123
E477-0000-0301-E39F,500,84,27,735,12855,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,254,0,0,2,1,1
E2E6-0000-037F-BCE5,420,106,27,861,38537,0,0,0,0,1,0,0,0,14,2,0,0,19,0,0,0,0,0,0,0,2,3,14,19,0,29
E51D-0000-033E-6BB1,500,240,27,3382,120092,15,4,0,6,8,5,0,0,231,7,21,3,2,14,29,9,0,0,36,11,18,68,91,39,10,951
E5B3-0000-031A-1229,500,156,27,3459,47316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,200,14,25,345,12,15,0,0
E6A6-0000-0319-6A80,40,84,27,928,38710,15,0,0,0,0,0,0,0,29,6,61,0,0,0,0,0,0,0,3,0,56,0,0,2,0,0
E213-0000-0336-F9D8,500,240,27,3819,98391,0,0,0,0,0,1,0,0,177,0,0,0,74,0,2,0,0,0,0,0,27,30,12,16,1,20
E77D-0000-034E-BB46,20,236,27,1197,3852,19,0,0,0,0,0,0,0,496,38,0,0,1,0,0,0,0,0,0,1,0,0,26,7,1,81
E78E-0000-0334-D7BE,50,240,27,1687,41748,15,0,0,0,0,53,0,0,215,9,4,0,0,0,12,1,0,0,0,1,0,20,6,6,0,255
E857-0000-036A-E488,500,154,27,2146,31685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,11,0,125
E896-0000-0331-7C40,500,216,27,3015,57932,38,5,6,0,5,0,0,0,6,8,9,0,0,0,9,0,0,0,6,0,38,8,15,30,6,187
E8B7-0000-031C-4D24,30,128,27,2395,27169,0,0,0,0,0,0,0,0,260,10,0,2,0,0,8,0,0,0,1,1,299,28,81,11,6,20
E904-0000-035A-5F99,250,240,27,1222,21586,0,1,10,7,0,0,0,0,195,0,0,0,0,0,0,0,0,0,2,0,6,1,143,0,0,33
E773-0000-0322-CC02,500,84,27,3099,118297,0,0,0,0,0,1,0,0,12,2,0,0,1,0,9,0,0,0,40,0,2,8,36,33,2,32
E9CF-0000-0314-1A5A,500,160,27,2933,84383,3,1,0,0,0,0,0,0,40,1,1,0,6,4,7,0,0,0,9,58,3,3,12,19,4,0
E91E-0000-032B-712C,500,157,27,808,13162,3,3,1,0,0,0,1,0,780,0,2,1,0,0,0,0,0,0,0,1,0,4,2,0,0,0
E9DF-0000-036B-E63F,150,240,27,3959,49666,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,16,0,875,331,37,8,0,21
EB33-0000-036D-3633,500,240,27,2707,22762,5,0,35,0,0,0,0,0,6,0,10,0,5,0,2,0,0,0,21,1,22,10,1,12,8,162
EBDB-0000-0339-B026,300,144,27,3875,44775,4,1,0,0,1,0,0,0,38,7,46,0,20,0,38,0,1,0,1,0,133,13,2,13,0,97
EBDF-0000-035F-0112,500,240,27,3937,83068,12,0,0,0,4,0,0,0,268,34,0,0,5,1,0,0,0,0,1,0,31,15,10,21,0,0
EC41-0000-035F-A28D,500,84,27,1098,11956,4,0,0,0,0,0,0,0,83,0,0,0,0,1,0,0,0,0,52,0,0,16,6,0,0,19
ECC9-0000-0368-77EC,40,231,27,1296,37800,3,0,0,0,1,0,0,0,85,20,0,0,1,0,0,0,0,0,0,0,12,11,14,4,10,65
EEBB-0000-0323-D65C,50,233,27,3024,31922,40,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,39,48,46,4,0,241
EEE5-0000-0300-A649,300,151,27,2112,37146,87,0,0,0,2,0,0,0,9,0,0,0,0,0,2,0,0,0,5,0,62,0,0,11,2,137
F04B-0000-0313-18CA,300,91,27,3088,28418,2,1,0,0,0,0,0,0,742,2,0,1,0,0,0,2,0,0,0,3,3,1,35,6,0,120
EEFB-0000-0349-8A66,500,240,27,2030,21697,12,3,4,1,0,0,1,0,191,2,6,1,1,0,3,8,0,0,22,24,353,93,29,54,9,189
F063-0000-0368-BB3E,500,240,27,4124,27650,1,0,0,0,5,1,0,0,10,5,0,0,1,0,35,0,0,0,16,19,5,73,58,54,23,8
F105-0000-032F-0C74,100,240,27,879,26675,20,1,1,0,0,0,0,0,41,5,0,0,0,0,7,6,0,0,6,1,2,87,25,8,2,235
F116-0000-0329-A05F,320,109,27,2206,11485,10,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,39,6,0,96
F125-0000-0328-3C31,180,197,27,2194,98625,4,4,0,0,0,0,1,0,206,1,2,0,0,0,1,0,0,0,1,2,23,0,0,9,0,19
F17E-0000-036A-81EC,50,240,27,2895,40401,10,16,3,0,8,0,0,0,449,13,6,0,0,10,68,1,4,0,0,0,0,17,166,10,1,85
F249-0000-032C-5212,50,240,27,628,35915,0,0,0,10,0,0,5,0,131,3,0,0,0,10,8,0,0,0,1,10,5,0,0,56,0,0
C8B1-0000-038E-7B75,100,196,27,1024,22927,0,1,0,11,0,0,0,0,51,23,0,0,4,3,7,0,0,0,0,0,10,2,0,4,0,7
F353-0000-0345-0088,500,240,27,3892,47073,0,0,0,0,0,0,0,0,1401,38,0,0,0,35,4,0,0,0,117,0,19,25,9,4,1,0
F394-0000-0304-8A9F,70,240,27,2263,55125,14,0,0,0,7,0,0,0,191,12,6,0,8,0,3,0,0,0,49,0,3,15,0,6,3,152
F3D3-0000-0321-3C6E,40,228,27,2891,26163,5,7,0,0,0,0,0,0,69,7,25,22,0,0,2,0,0,0,48,1,0,215,0,4,0,0
F3EA-0000-0329-685C,20,84,27,543,7563,0,0,0,0,0,0,0,0,212,0,0,0,0,0,25,0,0,1,5,0,0,72,131,3,0,7
F3F0-0000-0308-B88C,500,169,27,4239,334007,1,0,0,0,0,5,0,0,196,18,2,0,0,0,1,2,0,0,12,3,92,171,141,8,9,11
F404-0000-02FF-9A0C,90,24,27,997,13383,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,211,0,19,6,1,17
F42E-0000-0307-5528,500,240,27,4200,8531,0,0,0,0,0,0,0,0,433,0,0,0,0,0,80,0,0,0,82,0,6,577,10,71,16,0
F457-0000-032D-16ED,500,240,27,2665,66115,14,2,1,0,0,0,0,0,92,23,11,3,4,1,9,0,0,0,8,0,2,0,7,34,4,29
F4B9-0000-034F-3B21,500,240,27,875,23333,6,0,8,0,0,0,0,0,58,5,0,0,9,1,0,0,0,0,6,2,1,9,2,2,0,0
F531-0000-0312-9BEF,500,240,27,3718,78166,8,10,0,32,3,3,0,0,144,30,7,6,3,2,3,2,0,0,0,1,499,27,19,34,9,19
F549-0000-032F-8579,60,178,27,1880,42710,4,0,6,0,0,0,0,0,485,0,2,0,0,9,9,0,0,0,46,1,106,97,191,7,0,463
F587-0000-0311-358C,500,240,27,1084,23219,3,0,3,2,0,0,0,0,3,0,10,4,0,0,6,0,0,0,8,0,2,0,34,24,1,12
F64B-0000-034D-EADF,50,110,27,2517,45675,7,0,0,0,0,0,0,0,97,2,0,0,0,0,7,0,0,0,2,0,0,33,10,8,15,23
F6F8-0000-034F-C385,500,240,27,3997,103500,17,0,7,0,2,0,0,0,43,5,9,1,6,1,28,0,0,0,3,0,21,29,86,58,1,71
F73C-0000-035C-B7A4,500,169,27,1798,48147,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,306,2,11,4,0,1
F74D-0000-0300-4F11,500,114,27,2457,58685,0,0,0,0,0,0,0,0,4,6,0,0,0,36,0,0,0,0,3,0,5,2,22,8,11,14
F758-0000-035A-AA74,500,184,27,3769,239482,15,0,8,0,0,0,0,0,117,2,5,0,1,0,12,1,0,0,5,12,7,0,110,220,5,100
F7F0-0000-035D-BA59,500,160,27,4496,27598,78,0,0,0,1,0,0,0,165,0,0,0,0,0,0,0,0,0,98,0,6,224,322,4,77,11
F827-0000-031E-C4E3,500,227,27,329,5993,0,0,0,0,0,0,0,0,31,0,22,0,0,0,0,0,0,0,0,0,0,1,0,17,0,225
F850-0000-037D-54D2,500,240,27,2344,26522,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,100,1,258,238,5,8,0,0
F943-0000-0328-41E5,500,120,27,4119,10580,24,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,102,3,8,26,0,0
FA1E-0000-0331-1D8E,20,165,27,1174,13863,0,0,0,0,0,0,0,0,37,6,0,0,0,9,48,0,0,0,0,2,0,282,9,0,0,382
FA2B-0000-0387-ADB4,500,240,27,2038,29583,0,0,0,0,0,0,0,0,153,4,0,0,2,0,4,0,0,0,28,3,109,29,53,86,12,5
FA90-0000-0310-07FF,500,240,27,2315,92025,2,0,0,0,20,0,0,0,24,1,0,0,0,0,14,0,0,0,31,0,34,16,152,4,13,7
FAF7-0000-031B-02D6,20,182,27,106,15376,17,0,0,0,4,0,0,5,0,21,0,0,5,5,11,0,0,0,0,5,4,0,0,0,0,0
FB3C-0000-0369-9F0D,500,134,27,1296,12218,14,0,0,0,8,0,0,0,0,0,12,0,32,0,0,0,0,0,126,0,229,4,0,6,0,204
FBC5-0000-0328-5623,500,130,27,96,19664,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
FBEF-0000-0308-32D3,500,240,27,2276,38204,0,0,0,10,0,1,0,0,109,44,0,0,7,17,7,2,0,0,14,1,18,5,56,5,0,42
FC35-0000-0317-C799,40,144,27,1597,24093,0,1,0,0,0,0,0,0,4,7,0,3,0,0,3,0,0,0,7,1,278,33,18,48,1,3
FC46-0000-0331-E5F8,30,84,27,1775,17866,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0
FC9B-0000-0368-570C,300,240,27,4328,72521,3,3,1,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,80,0,25,25,15,31,3,289
FCB0-0000-0361-44B7,400,240,27,3937,84057,2,0,0,0,0,0,0,0,12,2,8,14,2,0,51,2,0,0,15,1,1068,314,70,38,37,230
FCD3-0000-036E-C6A9,420,240,27,1422,102666,7,0,0,0,0,0,0,0,52,0,1,0,0,2,4,0,0,1,1,0,11,0,22,17,2,64
FCD6-0000-0317-C343,200,84,27,2723,37323,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,32,31,71,8,9,61
FE35-0000-032A-22BA,30,240,27,778,21779,17,2,9,3,3,3,0,1,13,3,2,1,0,4,2,1,1,0,6,7,59,13,7,4,0,4
FE4E-0000-031C-5BD3,420,240,27,1766,73905,7,0,0,0,0,0,0,0,115,0,0,0,0,0,1,0,0,0,3,0,6,6,13,6,1,31
FE58-0000-0326-4998,90,240,27,4194,70700,0,0,0,0,0,0,0,0,87,73,0,1,2,10,3,0,0,0,6,11,73,6,24,8,4,139
FE76-0000-036D-B93B,20,228,27,1630,19450,22,0,0,0,0,0,0,0,1,0,0,0,52,0,0,0,0,0,7,0,179,0,3,0,21,8
FF26-0000-0318-F72C,10,24,27,678,3093,0,0,0,0,0,0,0,0,42,30,0,0,1,5,10,0,0,0,0,0,104,93,27,2,0,0
FF31-0000-0387-19B8,50,87,27,1139,37999,0,0,0,0,0,0,0,0,9,7,0,0,1,0,0,0,0,0,1,11,7,0,74,4,6,250
FF40-0000-0316-495D,10,51,27,537,6535,0,0,0,0,0,0,0,0,380,0,9,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0
FFA5-0000-0339-6E71,500,194,27,445,19584,25,0,0,0,14,0,0,0,59,3,0,0,0,0,0,0,0,0,3,1,44,5,2,44,0,0
EADC-0000-0321-98C7,500,96,27,1172,26533,11,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,1,39,8,0,4
B190-0000-0332-2721,100,182,27,4196,65198,75,0,0,0,5,0,0,0,1557,5,1,0,0,0,0,0,0,0,0,0,278,85,5,8,0,436
